iter	RMSE
249	0.2064947825
250	0.2060998269
251	0.2055346139
252	0.2052843034
253	0.2050203515
254	0.2046272133
255	0.2043629072
256	0.2039891359
257	0.2037952599
258	0.203435579
259	0.203335142
260	0.2029271512
261	0.2027463453
262	0.202711847
263	0.2025929616
264	0.2021761101
265	0.2017696056
266	0.2015989474
267	0.2012738454
268	0.2008196335
269	0.200330919
270	0.1997820626
271	0.1993980939
272	0.1993220464
273	0.1989781753
274	0.1986921743
275	0.1984112202
276	0.1981475738
277	0.1978664785
278	0.1974240504
279	0.1969970845
280	0.1966224977
281	0.1961602774
282	0.1957993955
283	0.1953661326
284	0.1948795744
285	0.1944836554
286	0.194454118
287	0.1941777045
288	0.1937757489
289	0.1934184434
290	0.193169935
291	0.1928837941
292	0.1925472556
293	0.1924930943
294	0.1922648518
295	0.1919768732
296	0.1916623889
297	0.1916182527
298	0.1915173968
299	0.1911521023
300	0.1908409044
301	0.1906781004
302	0.1904709346
303	0.1900324982
304	0.1897350044
305	0.1894556892
306	0.189129898
307	0.1890937952
308	0.1887319464
309	0.1886742134
310	0.1885113767
311	0.1882244371
312	0.1881997113
313	0.1880637999
314	0.1876196082
315	0.1875833482
316	0.1872896948
317	0.1870052001
318	0.1867112841
319	0.1866141929
320	0.1865791576
321	0.1862410962
322	0.1859707825
323	0.1857053218
324	0.1855133042
325	0.1851798039
326	0.1850442265
327	0.1847409344
328	0.1846206128
329	0.1845830913
330	0.1842151474
331	0.1837981714
332	0.1834895747
333	0.183085539
334	0.1830416041
335	0.1827221141
336	0.1825986374
337	0.1822423304
338	0.1820502793
339	0.181801356
340	0.1815647809
341	0.1812895847
342	0.1809526746
343	0.1808747712
344	0.1807808767
345	0.1803716525
346	0.1802400789
347	0.1799018152
348	0.1796411437
349	0.1793954465
350	0.179302084
351	0.1788422793
352	0.1784433935
353	0.1780958587
354	0.1777675962
355	0.1773575654
356	0.1771394314
357	0.1766836711
358	0.1765393765
359	0.1762127615
360	0.175980558
361	0.1759621825
362	0.175852521
363	0.1755227448
364	0.1749600389
365	0.1749321726
366	0.174687033
367	0.174342972
368	0.1737553255
369	0.1735101914
370	0.1733290341
371	0.1729773964
372	0.1727267074
373	0.1723829257
374	0.172074016
375	0.1718914024
376	0.1713772181
377	0.1712952599
378	0.170928462
379	0.1706466204
380	0.1703972065
381	0.1700781185
382	0.1697733525
383	0.1693990729
384	0.169127264
385	0.1689215217
386	0.1685728368
387	0.1682634829
388	0.1681300562
389	0.1679793335
390	0.1677177348
391	0.1673537073
392	0.1670809496
393	0.1667373013
394	0.1663802997
395	0.1660642973
396	0.1657984384
397	0.1655538183
398	0.165440222
399	0.1652133154
400	0.164816029
401	0.1644293917
402	0.1641675387
403	0.1640208119
404	0.1637379763
405	0.1633517318
406	0.1631469527
407	0.1629636149
408	0.1626487912
409	0.1623991165
410	0.162229297
411	0.1617842441
412	0.1617060799
413	0.1616490216
414	0.1612594911
415	0.1608289042
416	0.1605335399
417	0.160280282
418	0.160063625
419	0.1596397819
420	0.1594235401
421	0.1592859508
422	0.1591648457
423	0.1590171356
424	0.1589901477
425	0.1586547193
426	0.1584493302
427	0.1583092974
428	0.1581137852
429	0.1577845103
430	0.157741165
431	0.1576291351
432	0.1574442249
433	0.1571356727
434	0.1570869735
435	0.1569655299
436	0.1567297002
437	0.1565680486
438	0.1563664833
439	0.1561860343
440	0.1560425527
441	0.1558530784
442	0.1556181547
443	0.1553618855
444	0.1551196386
445	0.1549820619
446	0.1548423829
447	0.1547553025
448	0.1543436186
449	0.1542939117
450	0.1539719483
451	0.1536067701
452	0.1535710715
453	0.1532821597
454	0.1530985065
455	0.1527109342
456	0.1524112432
457	0.1521270585
458	0.1518613908
459	0.1518456581
460	0.151611061
461	0.1515954029
462	0.1512561771
463	0.151114571
464	0.1510757024
465	0.1509086872
466	0.1506248986
467	0.1504647322
468	0.1504395267
469	0.1501626125
470	0.1499136369
471	0.1497618659
472	0.1495277108
473	0.1491997889
474	0.1490555733
475	0.1488398755
476	0.1485413958
477	0.1482580514
478	0.148010311
479	0.1476238497
480	0.1474652019
481	0.1471651074
482	0.1469920232
483	0.1467760551
484	0.1467117632
485	0.1464185572
486	0.1462121586
487	0.1458592044
488	0.1457209555
489	0.1454280923
490	0.1452356201
491	0.1450032021
492	0.144895177
493	0.1446382372
494	0.1444039998
495	0.1441496703
496	0.1440271449
497	0.143731617
498	0.1437150517
499	0.143528096
500	0.143434437
501	0.1431936652
502	0.1428872393
503	0.142628959
504	0.1424670229
505	0.1421638142
506	0.1420187878
507	0.141819835
508	0.141667206
509	0.1414556292
510	0.1413018002
511	0.1409910299
512	0.1408996292
513	0.1407220535
514	0.14066991
515	0.1404794917
516	0.1402775956
517	0.1399966437
518	0.1397549134
519	0.1395454871
520	0.1393644207
521	0.1390620866
522	0.1388041977
523	0.1385616456
524	0.138250946
525	0.1379523052
526	0.1377165959
527	0.1374998076
528	0.1372503074
529	0.1370808961
530	0.1368707927
531	0.1366632486
532	0.1364787338
533	0.136248059
534	0.1359893635
535	0.1359731184
536	0.1359595573
537	0.1359027442
538	0.135699857
539	0.1355505363
540	0.1354455095
541	0.1351947342
542	0.1350127187
543	0.1348173386
544	0.134641657
545	0.1345914173
546	0.1343986138
547	0.134386395
548	0.1341313972
549	0.1338914557
550	0.1336730494
551	0.1335573839
552	0.133200943
553	0.1331179209
554	0.1328106148
555	0.1324666841
556	0.1321454644
557	0.1319188015
558	0.1318744676
559	0.1316972693
560	0.1316178321
561	0.1315630162
562	0.1313254413
563	0.1311001271
564	0.1310725824
565	0.1309614778
566	0.1307454818
567	0.1305939715
568	0.1305102174
569	0.1302985808
570	0.1301363451
571	0.129941992
572	0.1297448143
573	0.1296194052
574	0.1294443684
575	0.1292544987
576	0.1290531617
577	0.1288810905
578	0.1286476622
579	0.1285310847
580	0.1283565684
581	0.1281652574
582	0.1279972393
583	0.127786466
584	0.1276208962
585	0.1276071871
586	0.1275389225
587	0.1275199646
588	0.1273769403
589	0.1271791845
590	0.1269350236
591	0.1267956729
592	0.1265408638
593	0.1263946642
594	0.1261392396
595	0.1258672023
596	0.1256298717
597	0.1254301356
598	0.1252227395
599	0.1249820801
600	0.1248291864
601	0.124719592
602	0.1245854827
603	0.1245575734
604	0.1245386294
605	0.1243368642
606	0.1241510079
607	0.1241334747
608	0.1239951911
609	0.1237688469
610	0.123616136
611	0.1234109496
612	0.1231450351
613	0.1229295962
614	0.1229200389
615	0.1226714584
616	0.1226559416
617	0.1225348782
618	0.1223832426
619	0.1221753927
620	0.1221410046
621	0.1219478972
622	0.1217046788
623	0.1216876913
624	0.1214477685
625	0.1212556609
626	0.1212174586
627	0.1210815764
628	0.120866938
629	0.1207377762
630	0.1206972169
631	0.1205000178
632	0.1203299018
633	0.1201758202
634	0.1199605821
635	0.1199460892
636	0.1198306883
637	0.1198238003
638	0.1195327275
639	0.1194474417
640	0.1192873352
641	0.1190801213
642	0.1187935897
643	0.1185772154
644	0.1183523599
645	0.1183108677
646	0.1182483639
647	0.1181536583
648	0.117897076
649	0.1176219458
650	0.1173990518
651	0.1172204915
652	0.1170339825
653	0.1168621083
654	0.1168168265
655	0.1166234147
656	0.1163143451
657	0.1163052018
658	0.1160887198
659	0.1160234254
660	0.1158740766
661	0.115739617
662	0.1157348037
663	0.115718843
664	0.1155124208
665	0.1153483097
666	0.1151782957
667	0.1150678057
668	0.1147740769
669	0.1145955346
670	0.114563347
671	0.1143987947
672	0.114383808
673	0.1142293295
674	0.114153041
675	0.1140920518
676	0.1140773835
677	0.1139335595
678	0.1139280101
679	0.1137385746
680	0.1136581669
681	0.1134584888
682	0.1132756453
683	0.1130921133
684	0.1130744998
685	0.112914532
686	0.112735531
687	0.1125415748
688	0.1123266604
689	0.1121509501
690	0.1121256012
691	0.1118960418
692	0.1118748653
693	0.1117261569
694	0.1116742369
695	0.1115626763
696	0.1114840742
697	0.1114118816
698	0.1113064835
699	0.1112899529
700	0.1111705718
701	0.1110756046
702	0.1110675482
703	0.1109100711
704	0.1107528276
705	0.1106592879
706	0.1105622112
707	0.1103957106
708	0.1103028508
709	0.1101165552
710	0.1099832353
711	0.1097349661
712	0.10950899
713	0.1094521985
714	0.1093054852
715	0.1092931962
716	0.1092054906
717	0.1091150948
718	0.1090155186
719	0.1089364167
720	0.1087501188
721	0.1085032805
722	0.1082695469
723	0.1080349695
724	0.1079111343
725	0.1078616708
726	0.1077314923
727	0.1075664466
728	0.1074374816
729	0.1071966693
730	0.1071377817
731	0.1069808103
732	0.1069614885
733	0.1067951454
734	0.1066329488
735	0.1064667058
736	0.1063924337
737	0.106361612
738	0.1062476147
739	0.1061358326
740	0.105977976
741	0.1059361489
742	0.1058441784
743	0.1057355254
744	0.1055328123
745	0.1054578447
746	0.1053202388
747	0.1051380591
748	0.1050151845
749	0.1048485287
750	0.1047416723
751	0.104727764
752	0.1045843611
753	0.1044277716
754	0.1043399847
755	0.1041999864
756	0.1040261559
757	0.1038097051
758	0.103805266
759	0.1036562043
760	0.1035834396
761	0.1033977198
762	0.1033630812
763	0.1031984421
764	0.1028904034
765	0.1026063144
766	0.1024246547
767	0.1024049137
768	0.1022298672
769	0.1021286624
770	0.1020759055
771	0.1019730818
772	0.1017927141
773	0.1017818799
774	0.1016134893
775	0.1014308504
776	0.1013558939
777	0.1012023792
778	0.1011118153
779	0.1010083073
780	0.1008965699
781	0.1008082088
782	0.1007921185
783	0.1007820142
784	0.100720697
785	0.1005785001
786	0.1005157702
787	0.1004443141
788	0.1002678863
789	0.100014439
790	0.09980926107
791	0.09971316149
792	0.09961054833
793	0.0995969685
794	0.09942793072
795	0.09928238582
796	0.09927054719
797	0.09926196381
798	0.09913618748
799	0.09893812414
800	0.09887505006
801	0.09860800368
802	0.09839577318
803	0.09822070432
804	0.09813075031
805	0.09799451807
806	0.09776244548
807	0.09763861351
808	0.09752185566
809	0.09739416275
810	0.09723001799
811	0.0969408709
812	0.09686558475
813	0.09663661873
814	0.09649470337
815	0.09643715784
816	0.0963355751
817	0.09613118141
818	0.0958750035
819	0.09576995495
820	0.0956392605
821	0.0955480073
822	0.09532633509
823	0.09525066111
824	0.09512973201
825	0.09501795182
826	0.09481909885
827	0.09469257252
828	0.09447510838
829	0.09423253828
830	0.09408020486
831	0.09386494616
832	0.09368116919
833	0.09349266851
834	0.09337906248
835	0.09320353616
836	0.09301184981
837	0.09298219712
838	0.09282388176
839	0.09273767359
840	0.09253856387
841	0.09240549977
842	0.09221932636
843	0.0920136967
844	0.0918696586
845	0.09179984487
846	0.09178091384
847	0.09163843994
848	0.09147313097
849	0.09142866605
850	0.09130925795
851	0.09110952912
852	0.09106976856
853	0.09089666405
854	0.09086286158
855	0.09068600183
856	0.09056416721
857	0.09044637353
858	0.09028210375
859	0.0902423089
860	0.09008748146
861	0.08990158675
862	0.08977319797
863	0.08961495137
864	0.08959949565
865	0.08942456506
866	0.08935993656
867	0.08921885855
868	0.08911581683
869	0.08905467246
870	0.08888458189
871	0.08877976177
872	0.08857965042
873	0.08835504709
874	0.08821989743
875	0.0880827935
876	0.08792585701
877	0.08778646378
878	0.08764674321
879	0.08758746236
880	0.08747314167
881	0.08733083262
882	0.08718587246
883	0.08707966069
884	0.08694190933
885	0.08682278767
886	0.08655257277
887	0.08634483664
888	0.0862011506
889	0.08609452862
890	0.08593014121
891	0.08573613968
892	0.08556202957
893	0.08554298654
894	0.08552638298
895	0.08537331389
896	0.08523741028
897	0.08512131645
898	0.08491485957
899	0.08482754235
900	0.08468469991
901	0.08454257066
902	0.08453536736
903	0.08443531254
904	0.08439827896
905	0.08428739413
906	0.08417904834
907	0.08400876281
908	0.08379102738
909	0.08370435427
910	0.08360199232
911	0.08357398252
912	0.0834081766
913	0.08328130429
914	0.08310529369
915	0.08297514038
916	0.08271464562
917	0.08263872882
918	0.08250478202
919	0.08228441667
920	0.08216568831
921	0.08216023924
922	0.08202378646
923	0.08187187219
924	0.08175091496
925	0.08170093233
926	0.08155492
927	0.08145935647
928	0.08136704862
929	0.08123158187
930	0.08113679906
931	0.08108921004
932	0.08100243358
933	0.08086321136
934	0.08082766106
935	0.0807067889
936	0.08058895168
937	0.0804789175
938	0.08043060408
939	0.08030837527
940	0.08018768484
941	0.0800829077
942	0.07996410168
943	0.07989836217
944	0.07984525966
945	0.07973716044
946	0.07965561063
947	0.07955129338
948	0.07942631688
949	0.07921304363
950	0.07912463544
951	0.07903644531
952	0.0789866084
953	0.07880557543
954	0.07866948151
955	0.07855066579
956	0.07850089173
957	0.07839862716
958	0.07827139476
959	0.07820487215
960	0.07803089083
961	0.07791519654
962	0.07782982261
963	0.07774889684
964	0.07769301245
965	0.07757106633
966	0.07740733929
967	0.07733278813
968	0.07722020317
969	0.07716858478
970	0.07709850671
971	0.07705342762
972	0.07695252042
973	0.07692230824
974	0.07683596109
975	0.07665357496
976	0.07658508807
977	0.07647146036
978	0.07636815884
979	0.07628415775
980	0.07615264377
981	0.07598310668
982	0.07587956684
983	0.07575949823
984	0.07560569931
985	0.07545890183
986	0.07534619526
987	0.075142452
988	0.07501066285
989	0.07498174013
990	0.07484944532
991	0.07474634771
992	0.07462343863
993	0.07450068673
994	0.07448580569
995	0.0743807359
996	0.07433220341
997	0.07424501013
998	0.07416404607
999	0.07407628644
